-5.621047257391655755e-02,1.140894172412113550e-01,1.399781563047535274e-02,5.590623410084625405e-02,1.132882433744133166e-01,-1.044185206547188771e-01,2.475533395067405495e-01,8.049783994538746434e-02,1.125824223563911264e-01,1.222877982941354691e-01
-5.940760814811812951e-02,1.066063920605873072e-01,1.290438625076134604e-03,5.780048143533683680e-02,1.306249973891082661e-01,-1.776278240785472001e-02,-1.251373675758081228e-01,1.346750640170448488e-01,2.023300738902972934e-02,1.610642548747712455e-01
-5.916535932313743418e-02,1.064013282353202250e-01,1.313361767475972747e-02,1.598532744118960625e-02,1.505357073385338307e-01,1.546825171224981699e-02,-5.501714886728681364e-04,1.988832304696630526e-01,-1.356496440338782472e-01,-2.863452087587618766e-02
-7.010765089878165379e-02,1.092631733195820742e-01,-3.169271225578786100e-03,3.726684327582258094e-02,1.443369837607932915e-01,-4.476741540295309241e-02,-4.731452160960530895e-02,1.981013891803250493e-01,-2.613850381999910377e-02,1.120425818168526155e-01
-6.889716420294111909e-02,8.921426936985599188e-02,-3.080348620752598743e-03,6.083478412346349229e-02,1.491656722258406509e-01,1.075526936114909321e-01,-7.393828829857825025e-02,-4.794581618183087202e-02,3.039504327909144793e-02,5.727954133026316730e-02
-6.381100280506385447e-02,9.811121317580326351e-02,8.131500214341419452e-03,3.800904606978250388e-02,1.509404701501999013e-01,3.780274192482438456e-02,5.088099998785566846e-02,5.500391590056537272e-02,-7.369217854402049239e-02,-1.425206327645758275e-01
-5.983823997097226233e-02,1.204879090376860806e-01,-1.705572656271714393e-02,6.681667821833442433e-02,1.335067466103886658e-01,-3.399052987180550822e-02,1.380493170555775750e-01,-5.642272543457800549e-02,-4.346603228725656742e-02,-8.288795167259938035e-02
-5.881413574667634231e-02,1.073962398143007702e-01,1.134229622693927464e-02,6.595523895101598755e-02,1.130329230852288175e-01,-1.402700026902663488e-01,3.174208598685132610e-02,-2.474419239071639909e-01,2.475247860385756393e-01,-8.390581457381734998e-02
-3.893139786947535236e-02,9.932669889702283594e-02,-1.427089430099393041e-03,6.784540467707939060e-02,1.443454966961689179e-01,3.232036736443322233e-02,1.003113299106613843e-01,5.353861058116012733e-02,1.149886007831311396e-01,-2.134573602470160592e-01
-6.732196970249655632e-02,9.736863035268572553e-02,-2.203069035254866942e-02,5.120758790779560143e-02,1.282303581148513671e-01,-5.835685452167660436e-02,-2.564460943416593808e-01,-8.151394783284551804e-02,-9.910259757536607483e-02,-1.310196907413938572e-01
-6.625930614649547246e-02,8.823861121884341019e-02,6.185492465986305432e-04,3.392591491970068512e-02,1.430020636567770620e-01,5.401329931638676474e-02,-2.127043967286016413e-01,-2.418086287365919795e-02,-1.605503275092096394e-01,1.471665571673815842e-01
-5.751398972170009699e-02,9.542079427475416709e-02,4.011156978461281192e-02,5.553403126182766825e-02,1.603765250344297288e-01,-1.220959754584788337e-02,1.847210667874132906e-03,2.762819897196931718e-02,8.477950424817801145e-02,-3.883743777703986544e-02
-6.068137814960180426e-02,1.105154618571310143e-01,1.284949689813339770e-02,4.363656807701094681e-02,1.480575218181187647e-01,1.030008955113453362e-01,-4.734567073894230260e-02,7.354141553979123835e-02,-3.981100741252047159e-02,6.190379287721159418e-02
-6.412873360200893602e-02,1.107793908390453247e-01,-8.509957295419154702e-03,5.004228270320788818e-02,1.471335871628510483e-01,6.354765251373066526e-02,1.342089773052801971e-01,5.707400425156347601e-02,-2.795170799857815691e-02,-5.104951840928656503e-02
-5.203485399423418700e-02,9.714876179983870930e-02,9.430927832084387910e-03,8.206994965628006122e-02,1.178899814906733262e-01,-1.927555071361579386e-01,-6.950614740405880454e-02,-2.086115916864304531e-01,8.045235361654717865e-02,1.916994315044678876e-01
-7.123680428539745646e-02,1.121202141183829798e-01,1.625858448139969048e-02,5.184089509655293720e-02,1.456373525213583986e-01,-3.195999719484951540e-02,-7.802061792135320251e-02,4.165190217373790360e-02,7.893311455604784532e-02,-1.069159408504244124e-01
-7.746995636155679099e-02,1.078560219036830553e-01,7.290819573878923147e-03,4.280739129255485553e-02,1.327479432078156052e-01,-1.373077925868085858e-01,5.214636012602370807e-02,-3.684708431450856025e-02,-1.272554871304546475e-01,-5.402739437005782408e-03
-7.432934991858015927e-02,1.042077250857376819e-01,-9.722234743791677292e-03,4.719388500402605519e-02,1.363786111083935271e-01,6.823468634184839954e-02,5.658809102249749701e-02,-1.573520140114876009e-01,-7.059423525950003775e-02,-4.099310021892704770e-02
